id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
4220,4220,Alarm,3/11/2023 14:33,595 5th Terrace,Las Vegas,Nevada,36.173,-115.0669,Z8,Morris
4221,4221,Alarm,9/2/2021 11:18,7 Scoville Circle,Carson City,Nevada,39.1678,-119.7764,Z3,Cooper
4222,4222,Violent Crime,5/31/2021 11:54,3557 American Ash Drive,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Garcia
4223,4223,Property Crime,5/11/2020 23:57,89 Randy Point,Las Vegas,Nevada,35.9977,-115.2861,Z6,Young
4224,4224,Traffic,11/26/2023 23:03,2 Petterle Place,Las Vegas,Nevada,36.2235,-115.2655,Z4,Sanders
4225,4225,Violent Crime,10/30/2023 2:49,392 Laurel Park,Las Vegas,Nevada,36.0914,-115.0885,Z8,Sanders
4226,4226,Welfare Check,10/30/2021 23:48,1604 Schmedeman Hill,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Kelly
4227,4227,Property Crime,4/22/2024 7:04,7 Hallows Place,Carson City,Nevada,39.2025,-119.7526,Z4,Kelly
4228,4228,Alarm,5/3/2021 8:15,886 Cardinal Plaza,Carson City,Nevada,39.2025,-119.7526,Z7,Ramirez
4229,4229,Welfare Check,3/10/2020 10:57,08715 Derek Pass,Las Vegas,Nevada,35.9279,-114.9721,Z8,Williams
4230,4230,Traffic,6/4/2024 1:16,11777 Algoma Junction,Las Vegas,Nevada,36.173,-115.0669,Z8,Bennett
4231,4231,Alarm,2/7/2022 16:29,906 Mosinee Drive,Reno,Nevada,39.5387,-119.8225,Z8,Morris
4232,4232,Welfare Check,5/15/2020 2:51,03973 Gerald Avenue,Las Vegas,Nevada,36.2471,-115.221,Z4,Perez
4233,4233,Traffic,6/23/2023 4:52,86031 Burrows Place,Las Vegas,Nevada,36.2235,-115.2655,Z8,Baker
4234,4234,Violent Crime,4/25/2020 7:02,44212 Westend Place,Reno,Nevada,39.5224,-119.8353,Z8,James
4235,4235,Property Crime,12/18/2024 1:34,99 Shopko Hill,Las Vegas,Nevada,36.2471,-115.221,Z6,King
4236,4236,Traffic,7/22/2020 15:12,23 Spohn Place,Reno,Nevada,39.5387,-119.8225,Z2,Cook
4237,4237,Welfare Check,10/24/2022 7:57,733 Carberry Parkway,Reno,Nevada,39.4814,-119.8591,Z7,Smith
4238,4238,Alarm,11/8/2024 14:36,28181 Derek Trail,Sparks,Nevada,39.6269,-119.7081,Z5,Torres
4239,4239,Alarm,11/16/2020 0:11,314 Erie Hill,Las Vegas,Nevada,36.0914,-115.0885,Z3,Rogers
4240,4240,Traffic,9/7/2022 3:48,42124 Moland Parkway,Las Vegas,Nevada,36.1378,-115.3261,Z4,Cox
4241,4241,Traffic,1/10/2021 8:47,30 Little Fleur Hill,Henderson,Nevada,36.0384,-115.0857,Z5,Gray
4242,4242,Alarm,1/26/2024 11:16,6 Welch Place,Reno,Nevada,39.7699,-119.6027,Z4,Cooper
4243,4243,Alarm,1/6/2021 4:13,3 Ridgeview Hill,Reno,Nevada,39.7699,-119.6027,Z3,Adams
4244,4244,Property Crime,8/16/2023 4:53,2 Bowman Plaza,Las Vegas,Nevada,36.1378,-115.3261,Z7,Campbell
4245,4245,Property Crime,12/15/2019 5:15,9 Golden Leaf Pass,Sparks,Nevada,39.6269,-119.7081,Z2,Ward
4246,4246,Traffic,6/5/2021 12:33,72223 Kropf Terrace,Las Vegas,Nevada,36.2158,-115.0671,Z5,Hill
4247,4247,Welfare Check,1/1/2022 23:14,31 Sullivan Street,Las Vegas,Nevada,36.1378,-115.3261,Z3,Price
4248,4248,Traffic,7/16/2022 3:46,3262 Center Hill,Carson City,Nevada,39.2025,-119.7526,Z5,Anderson
4249,4249,Property Crime,8/3/2020 22:51,30015 Cordelia Way,Las Vegas,Nevada,36.086,-115.1471,Z3,Parker
4250,4250,Property Crime,2/21/2020 12:27,2640 Orin Way,Carson City,Nevada,39.2025,-119.7526,Z6,Johnson
4251,4251,Traffic,4/1/2022 22:36,83629 Stuart Road,Las Vegas,Nevada,35.9279,-114.9721,Z2,Watson
4252,4252,Property Crime,4/6/2023 21:00,04 Ridgeview Terrace,Las Vegas,Nevada,36.2235,-115.2655,Z7,Price
4253,4253,Traffic,8/30/2023 0:30,109 Butterfield Crossing,Las Vegas,Nevada,36.086,-115.1471,Z2,Allen
4254,4254,Alarm,2/13/2022 17:12,597 Anzinger Drive,Sparks,Nevada,39.6269,-119.7081,Z7,Anderson
4255,4255,Alarm,11/3/2019 9:07,14434 Kings Way,Las Vegas,Nevada,35.9279,-114.9721,Z5,Walker
4256,4256,Alarm,7/5/2022 10:40,058 Hanover Court,Henderson,Nevada,36.0384,-115.0857,Z6,Phillips
4257,4257,Alarm,1/20/2021 23:49,07 Merrick Court,Las Vegas,Nevada,35.9279,-114.9721,Z2,Sanchez
4258,4258,Traffic,5/8/2020 2:15,540 Russell Terrace,Reno,Nevada,39.5387,-119.8225,Z4,Ramirez
4259,4259,Traffic,6/7/2023 17:11,86900 Jay Avenue,Reno,Nevada,39.5387,-119.8225,Z4,Wilson
4260,4260,Traffic,4/29/2023 22:09,2229 Northview Park,Reno,Nevada,39.4814,-119.8591,Z2,Robinson
4261,4261,Traffic,1/3/2022 20:40,3 Bashford Avenue,Reno,Nevada,39.5224,-119.8353,Z2,Wilson
4262,4262,Welfare Check,10/20/2021 7:07,3703 Swallow Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z5,Johnson
4263,4263,Welfare Check,7/26/2021 19:56,0 Waywood Drive,Las Vegas,Nevada,36.173,-115.0669,Z1,Scott
4264,4264,Traffic,2/10/2020 19:16,4 North Place,Reno,Nevada,39.5224,-119.8353,Z2,Mitchell
4265,4265,Property Crime,2/14/2024 9:05,4453 8th Alley,Reno,Nevada,39.7699,-119.6027,Z7,King
4266,4266,Violent Crime,2/8/2021 9:56,3 Delladonna Drive,Reno,Nevada,39.7699,-119.6027,Z1,Jackson
4267,4267,Traffic,2/4/2020 19:04,299 Stang Drive,Las Vegas,Nevada,36.0914,-115.0885,Z3,Evans
4268,4268,Traffic,11/18/2022 6:55,9 Hanover Circle,Las Vegas,Nevada,36.0914,-115.0885,Z7,James
4269,4269,Welfare Check,10/27/2019 12:49,383 Washington Drive,Reno,Nevada,39.4814,-119.8591,Z2,King
4270,4270,Alarm,6/28/2024 16:05,16 Nelson Parkway,Las Vegas,Nevada,36.1693,-115.2828,Z5,Cox
4271,4271,Traffic,9/24/2023 7:00,84 Del Mar Drive,Las Vegas,Nevada,36.0914,-115.0885,Z4,James
4272,4272,Property Crime,1/21/2020 5:35,02926 Michigan Circle,Carson City,Nevada,39.1678,-119.7764,Z5,Johnson
4273,4273,Traffic,12/5/2020 6:56,98 Nelson Hill,Las Vegas,Nevada,36.3265,-115.3398,Z1,Gonzalez
4274,4274,Violent Crime,10/14/2020 15:07,71 Moland Way,Las Vegas,Nevada,35.9279,-114.9721,Z6,Lewis
4275,4275,Property Crime,8/26/2021 14:06,7160 Ilene Pass,Reno,Nevada,39.5224,-119.8353,Z1,White
4276,4276,Property Crime,10/2/2024 1:04,01711 Anniversary Junction,Reno,Nevada,40.5412,-119.5869,Z7,Torres
4277,4277,Violent Crime,7/23/2022 20:03,54 Messerschmidt Parkway,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Moore
4278,4278,Property Crime,10/17/2020 19:06,4243 Elgar Parkway,Reno,Nevada,39.5224,-119.8353,Z5,Johnson
4279,4279,Traffic,1/31/2023 2:24,7 Clemons Circle,Reno,Nevada,40.5412,-119.5869,Z2,Walker
4280,4280,Violent Crime,6/11/2022 1:57,434 Canary Avenue,Las Vegas,Nevada,36.2235,-115.2655,Z7,Thompson
4281,4281,Alarm,7/21/2023 8:04,4442 Kedzie Drive,Las Vegas,Nevada,36.2471,-115.221,Z4,Clark
4282,4282,Traffic,2/21/2021 10:04,41 Hoard Lane,Las Vegas,Nevada,36.3265,-115.3398,Z7,Edwards
4283,4283,Traffic,7/31/2020 13:28,3949 East Alley,Henderson,Nevada,36.0119,-115.0433,Z7,Perez
4284,4284,Property Crime,3/30/2024 13:22,4833 Sauthoff Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z7,Stewart
4285,4285,Property Crime,4/27/2024 17:35,8259 Sachtjen Hill,Carson City,Nevada,39.2025,-119.7526,Z2,Morris
4286,4286,Property Crime,1/24/2022 18:55,1117 Kings Drive,Las Vegas,Nevada,36.086,-115.1471,Z8,Green
4287,4287,Welfare Check,12/4/2022 23:52,7865 Heath Hill,Las Vegas,Nevada,36.2235,-115.2655,Z2,Watson
4288,4288,Alarm,8/8/2023 18:30,650 Steensland Junction,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Smith
4289,4289,Alarm,8/21/2022 13:39,56 Londonderry Avenue,Las Vegas,Nevada,36.2235,-115.2655,Z3,Adams
4290,4290,Violent Crime,12/14/2019 3:20,7438 Lakewood Drive,Henderson,Nevada,36.0119,-115.0433,Z7,Thompson
4291,4291,Welfare Check,7/2/2020 2:31,7 Warner Street,Reno,Nevada,39.4814,-119.8591,Z7,James
4292,4292,Violent Crime,9/5/2020 2:57,647 Doe Crossing Hill,Carson City,Nevada,39.2025,-119.7526,Z6,Lee
4293,4293,Traffic,5/20/2024 4:58,933 Merchant Avenue,Las Vegas,Nevada,36.3265,-115.3398,Z1,Morgan
4294,4294,Property Crime,9/20/2023 15:46,94366 Lakewood Gardens Street,Las Vegas,Nevada,35.9279,-114.9721,Z5,Thomas
4295,4295,Violent Crime,3/5/2020 12:43,3509 Montana Pass,Reno,Nevada,40.5412,-119.5869,Z7,Scott
4296,4296,Traffic,3/13/2023 17:55,74 Fair Oaks Junction,Las Vegas,Nevada,36.086,-115.1471,Z4,King
4297,4297,Traffic,12/3/2020 12:35,461 Meadow Vale Way,North Las Vegas,Nevada,35.9279,-114.9721,Z3,Torres
4298,4298,Alarm,12/30/2022 14:45,8392 Fordem Plaza,Reno,Nevada,39.5224,-119.8353,Z1,Martin
4299,4299,Violent Crime,11/7/2024 16:52,76 Chinook Road,Las Vegas,Nevada,36.086,-115.1471,Z8,Gray
4300,4300,Violent Crime,5/19/2023 11:34,192 Hudson Junction,Las Vegas,Nevada,35.9279,-114.9721,Z8,Stewart
4301,4301,Traffic,5/20/2020 9:44,4085 Kenwood Street,Las Vegas,Nevada,35.9279,-114.9721,Z5,Robinson
4302,4302,Property Crime,1/4/2020 14:33,34259 Elgar Junction,Las Vegas,Nevada,36.1378,-115.3261,Z5,Ward
4303,4303,Alarm,11/27/2022 0:14,5 Clemons Junction,Las Vegas,Nevada,36.3265,-115.3398,Z8,Lewis
4304,4304,Traffic,8/16/2021 21:24,56 Jenifer Road,Las Vegas,Nevada,36.0914,-115.0885,Z3,Price
4305,4305,Alarm,3/4/2021 23:28,443 Caliangt Hill,Reno,Nevada,40.5412,-119.5869,Z8,Bennett
4306,4306,Property Crime,12/16/2021 21:03,0 Warrior Way,Las Vegas,Nevada,36.086,-115.1471,Z1,Johnson
4307,4307,Welfare Check,9/19/2021 1:38,130 Thackeray Plaza,Reno,Nevada,39.5387,-119.8225,Z7,Young
4308,4308,Alarm,1/31/2021 15:03,6076 Talisman Road,Las Vegas,Nevada,35.9279,-114.9721,Z3,Campbell
4309,4309,Alarm,12/25/2023 20:48,0445 Ruskin Center,Las Vegas,Nevada,36.2471,-115.221,Z5,Davis
4310,4310,Traffic,2/25/2021 1:59,96 Cambridge Crossing,Las Vegas,Nevada,36.086,-115.1471,Z3,Moore
4311,4311,Traffic,2/13/2021 13:57,67173 Springs Drive,Sparks,Nevada,39.6269,-119.7081,Z1,Hall
4312,4312,Traffic,9/4/2024 21:00,76439 Welch Alley,Las Vegas,Nevada,36.1378,-115.3261,Z6,Miller
4313,4313,Property Crime,7/25/2023 23:00,15 Roth Street,Sparks,Nevada,39.6269,-119.7081,Z6,Roberts
4314,4314,Violent Crime,4/25/2021 18:35,16987 Sunnyside Alley,Henderson,Nevada,36.0384,-115.0857,Z3,Rogers
4315,4315,Traffic,3/13/2022 14:03,9 Almo Trail,Las Vegas,Nevada,36.2471,-115.221,Z2,Nelson
4316,4316,Welfare Check,9/17/2021 9:55,95726 1st Pass,Reno,Nevada,39.7699,-119.6027,Z6,Hernandez
4317,4317,Welfare Check,4/12/2021 23:18,262 Bunting Trail,North Las Vegas,Nevada,36.2204,-115.1458,Z5,Mitchell
4318,4318,Property Crime,10/7/2021 8:39,31861 Jenifer Lane,Carson City,Nevada,39.2025,-119.7526,Z1,Harris
4319,4319,Traffic,12/19/2021 13:54,987 Eliot Place,Las Vegas,Nevada,36.086,-115.1471,Z7,Collins
4320,4320,Alarm,4/1/2024 3:44,49787 Scoville Way,Reno,Nevada,40.5412,-119.5869,Z5,Hill
4321,4321,Violent Crime,10/10/2023 4:16,30 Norway Maple Alley,Las Vegas,Nevada,36.173,-115.0669,Z6,Hall
4322,4322,Alarm,8/16/2024 0:23,3 Esch Point,Las Vegas,Nevada,36.086,-115.1471,Z4,Davis
4323,4323,Property Crime,6/11/2020 2:02,84746 Mccormick Park,Las Vegas,Nevada,35.9279,-114.9721,Z1,King
4324,4324,Traffic,3/21/2023 23:33,227 Schlimgen Road,Las Vegas,Nevada,36.2235,-115.2655,Z2,Perez
4325,4325,Property Crime,8/18/2021 6:54,8 Veith Street,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Hernandez
4326,4326,Traffic,5/2/2022 7:28,26 Cordelia Hill,Henderson,Nevada,36.0384,-115.0857,Z2,Rivera
4327,4327,Alarm,4/14/2023 5:10,742 Bowman Terrace,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Clark
4328,4328,Alarm,5/17/2023 9:54,92519 Comanche Plaza,Las Vegas,Nevada,36.086,-115.1471,Z8,Murphy
4329,4329,Traffic,11/8/2023 17:02,67770 Warbler Park,Carson City,Nevada,39.1678,-119.7764,Z1,Davis
4330,4330,Traffic,7/28/2023 21:08,4 Anderson Circle,Carson City,Nevada,39.1678,-119.7764,Z5,Brown
4331,4331,Violent Crime,7/31/2024 7:06,5435 Sachtjen Trail,Reno,Nevada,39.5387,-119.8225,Z5,Rogers
4332,4332,Traffic,6/11/2021 12:59,0651 Randy Way,Carson City,Nevada,39.1678,-119.7764,Z8,Nelson
4333,4333,Alarm,5/31/2020 10:04,9092 Butterfield Trail,Henderson,Nevada,36.0119,-115.0433,Z3,Hernandez
4334,4334,Alarm,1/6/2022 20:47,47 Duke Parkway,North Las Vegas,Nevada,35.9279,-114.9721,Z3,Torres
4335,4335,Traffic,8/19/2024 6:51,68 Butterfield Court,Reno,Nevada,39.7699,-119.6027,Z6,Torres
4336,4336,Alarm,2/20/2021 4:06,70634 Warbler Point,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Roberts
4337,4337,Property Crime,3/25/2021 4:55,98 Harper Center,Carson City,Nevada,39.2025,-119.7526,Z4,Lee
4338,4338,Welfare Check,6/26/2024 1:49,07644 Northland Pass,Reno,Nevada,39.5224,-119.8353,Z3,Collins
4339,4339,Traffic,9/8/2024 22:47,756 Walton Street,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Lee
4340,4340,Traffic,1/3/2022 22:28,3 Anzinger Center,Las Vegas,Nevada,36.086,-115.1471,Z6,King
4341,4341,Traffic,8/4/2020 20:10,633 Cottonwood Lane,Las Vegas,Nevada,35.9279,-114.9721,Z8,Rogers
4342,4342,Traffic,12/22/2021 15:13,61 Hoard Drive,Sparks,Nevada,39.6269,-119.7081,Z8,Ramirez
4343,4343,Traffic,11/13/2021 17:39,43252 Corry Circle,Las Vegas,Nevada,36.2235,-115.2655,Z7,Kelly
4344,4344,Alarm,5/5/2024 18:53,25 Dayton Place,Las Vegas,Nevada,36.1378,-115.3261,Z3,Phillips
4345,4345,Welfare Check,1/26/2024 17:11,99 Basil Way,North Las Vegas,Nevada,35.9279,-114.9721,Z7,Ramirez
4346,4346,Traffic,7/20/2024 3:26,19507 Continental Crossing,Sparks,Nevada,39.6269,-119.7081,Z1,Smith
4347,4347,Traffic,6/16/2021 19:01,739 Troy Crossing,Las Vegas,Nevada,36.1378,-115.3261,Z7,Price
4348,4348,Traffic,10/24/2024 18:59,376 Lien Place,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Price
4349,4349,Violent Crime,7/14/2022 9:32,510 Russell Trail,Carson City,Nevada,39.1678,-119.7764,Z6,Gonzalez
4350,4350,Property Crime,9/29/2023 21:12,99 Debra Way,Las Vegas,Nevada,36.173,-115.0669,Z2,Mitchell
4351,4351,Traffic,9/9/2022 12:46,338 Montana Circle,Henderson,Nevada,36.0384,-115.0857,Z3,Moore
4352,4352,Welfare Check,7/3/2021 10:28,9328 Ohio Trail,Reno,Nevada,39.5387,-119.8225,Z1,Nelson
4353,4353,Property Crime,1/20/2020 6:14,146 Lawn Crossing,Las Vegas,Nevada,35.9977,-115.2861,Z6,Watson
4354,4354,Violent Crime,10/4/2024 18:00,463 Glacier Hill Trail,Carson City,Nevada,39.2025,-119.7526,Z6,Wood
4355,4355,Alarm,11/25/2024 20:15,20354 Stone Corner Street,Las Vegas,Nevada,36.173,-115.0669,Z7,Murphy
4356,4356,Traffic,4/1/2021 0:10,17 Pepper Wood Street,Carson City,Nevada,39.2025,-119.7526,Z7,Thompson
4357,4357,Property Crime,2/9/2023 4:57,66 Warbler Pass,Las Vegas,Nevada,35.9279,-114.9721,Z7,Harris
4358,4358,Traffic,7/24/2021 14:26,9707 Eggendart Trail,Las Vegas,Nevada,36.2471,-115.221,Z4,Wood
4359,4359,Violent Crime,2/28/2020 9:17,15989 Swallow Court,Las Vegas,Nevada,36.1693,-115.2828,Z6,Davis
4360,4360,Alarm,9/11/2024 13:59,408 Manitowish Point,Reno,Nevada,40.5412,-119.5869,Z6,Hernandez
4361,4361,Traffic,8/20/2023 18:39,51 Sachtjen Alley,Las Vegas,Nevada,36.2471,-115.221,Z7,Jackson
4362,4362,Traffic,11/7/2020 18:27,55 Bellgrove Pass,Las Vegas,Nevada,36.1378,-115.3261,Z8,Bennett
4363,4363,Alarm,5/2/2023 18:02,45 Eliot Street,Reno,Nevada,39.7699,-119.6027,Z4,Moore
4364,4364,Property Crime,5/9/2021 9:36,67955 Red Cloud Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z3,Stewart
4365,4365,Alarm,10/18/2020 18:30,40 Spenser Drive,Las Vegas,Nevada,35.9279,-114.9721,Z3,Miller
4366,4366,Violent Crime,11/20/2023 6:20,5 Vidon Junction,Las Vegas,Nevada,35.9279,-114.9721,Z1,Sanchez
4367,4367,Welfare Check,4/9/2022 5:13,205 Mosinee Trail,Carson City,Nevada,39.1678,-119.7764,Z7,Robinson
4368,4368,Property Crime,11/28/2023 4:44,1011 Village Green Terrace,Las Vegas,Nevada,36.173,-115.0669,Z8,Martinez
4369,4369,Traffic,6/25/2021 19:17,85 Daystar Circle,Reno,Nevada,39.5387,-119.8225,Z4,Allen
4370,4370,Violent Crime,9/21/2021 15:50,3291 Clove Park,Carson City,Nevada,39.1678,-119.7764,Z4,Johnson
4371,4371,Traffic,9/11/2024 11:43,2 Texas Drive,Las Vegas,Nevada,36.2158,-115.0671,Z2,Bennett
4372,4372,Alarm,2/28/2024 21:54,33354 North Point,Carson City,Nevada,39.1678,-119.7764,Z5,Richardson
4373,4373,Alarm,3/21/2024 15:45,89 Delaware Hill,Las Vegas,Nevada,36.1378,-115.3261,Z5,Walker
4374,4374,Traffic,12/28/2019 4:26,04554 Mayer Street,Reno,Nevada,39.5224,-119.8353,Z8,Thomas
4375,4375,Alarm,7/31/2022 17:01,478 7th Trail,Las Vegas,Nevada,35.9279,-114.9721,Z8,Nelson
4376,4376,Traffic,4/10/2023 20:29,7624 Grim Park,Reno,Nevada,39.5224,-119.8353,Z3,Bell
4377,4377,Alarm,1/27/2021 11:10,223 Coleman Terrace,North Las Vegas,Nevada,35.9279,-114.9721,Z2,Murphy
4378,4378,Traffic,9/30/2019 10:54,31970 Kenwood Place,Reno,Nevada,39.7699,-119.6027,Z1,Sanders
4379,4379,Alarm,6/18/2024 20:20,6969 Lillian Plaza,Las Vegas,Nevada,36.1378,-115.3261,Z5,Davis
4380,4380,Alarm,9/11/2022 17:51,8617 Brentwood Pass,Las Vegas,Nevada,36.1378,-115.3261,Z2,Ward
4381,4381,Alarm,5/8/2021 7:57,31267 School Park,Reno,Nevada,40.5412,-119.5869,Z8,Brown
4382,4382,Traffic,11/1/2020 0:27,5 Spenser Lane,Las Vegas,Nevada,36.086,-115.1471,Z7,Parker
4383,4383,Property Crime,3/12/2023 13:13,2 Hovde Lane,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Hill
4384,4384,Traffic,10/31/2024 4:34,922 Shopko Hill,Las Vegas,Nevada,36.0914,-115.0885,Z1,Hall
4385,4385,Violent Crime,8/9/2022 12:34,761 Mendota Crossing,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Campbell
4386,4386,Violent Crime,5/17/2021 11:08,06 Canary Center,Reno,Nevada,39.5387,-119.8225,Z6,Rodriguez
4387,4387,Alarm,10/16/2023 23:34,34 Lake View Pass,Reno,Nevada,39.4814,-119.8591,Z2,Brown
4388,4388,Traffic,12/14/2021 4:38,1353 Becker Avenue,Reno,Nevada,39.4814,-119.8591,Z6,Wright
4389,4389,Alarm,2/12/2021 5:42,16996 Corry Road,Reno,Nevada,39.7699,-119.6027,Z7,Adams
4390,4390,Violent Crime,10/20/2022 2:54,64542 Oakridge Junction,Las Vegas,Nevada,36.086,-115.1471,Z3,Watson
4391,4391,Traffic,9/24/2021 16:26,43123 Bunker Hill Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z4,Evans
4392,4392,Violent Crime,8/4/2021 21:52,01353 Tennyson Center,Las Vegas,Nevada,35.9977,-115.2861,Z6,Miller
4393,4393,Alarm,5/22/2024 3:32,2 Warbler Place,Las Vegas,Nevada,36.2471,-115.221,Z5,Lewis
4394,4394,Property Crime,1/2/2022 7:58,6106 Packers Lane,Las Vegas,Nevada,36.1693,-115.2828,Z8,King
4395,4395,Property Crime,9/27/2019 23:57,7221 Village Green Circle,Las Vegas,Nevada,36.0914,-115.0885,Z4,Smith
4396,4396,Traffic,11/5/2019 19:10,46 Arkansas Junction,Las Vegas,Nevada,36.173,-115.0669,Z3,Green
4397,4397,Traffic,5/19/2022 12:46,95 Butternut Hill,Reno,Nevada,39.4814,-119.8591,Z2,Lewis
4398,4398,Alarm,12/12/2024 21:16,742 Hallows Circle,Reno,Nevada,39.4814,-119.8591,Z5,Walker
4399,4399,Violent Crime,10/6/2019 18:21,520 Elmside Court,Reno,Nevada,39.7699,-119.6027,Z2,Rogers
4400,4400,Traffic,11/8/2022 18:48,51 Eagle Crest Crossing,Reno,Nevada,39.5224,-119.8353,Z6,Green
4401,4401,Traffic,1/25/2022 6:37,3 Golf View Crossing,Reno,Nevada,39.5224,-119.8353,Z2,Martin
4402,4402,Welfare Check,2/16/2021 17:16,70 Hansons Court,Las Vegas,Nevada,36.086,-115.1471,Z8,Carter
4403,4403,Alarm,9/2/2024 13:30,4105 Hintze Street,Henderson,Nevada,36.0119,-115.0433,Z1,Lewis
4404,4404,Property Crime,11/25/2021 5:53,1575 Dovetail Hill,Las Vegas,Nevada,36.2471,-115.221,Z6,Bailey
4405,4405,Traffic,1/14/2024 8:17,25 Ridgeway Lane,Las Vegas,Nevada,35.9279,-114.9721,Z1,Bailey
4406,4406,Property Crime,10/16/2020 13:22,1785 Judy Point,Reno,Nevada,39.7699,-119.6027,Z1,Stewart
4407,4407,Property Crime,12/27/2019 13:18,8 Shasta Pass,Las Vegas,Nevada,36.2158,-115.0671,Z2,Morris
4408,4408,Alarm,5/24/2020 1:07,0 Truax Terrace,Las Vegas,Nevada,35.9977,-115.2861,Z7,Martin
4409,4409,Alarm,10/10/2023 13:01,90616 Oakridge Road,Las Vegas,Nevada,36.173,-115.0669,Z1,Robinson
4410,4410,Traffic,10/3/2022 18:22,253 Marcy Junction,Reno,Nevada,39.5387,-119.8225,Z1,Howard
4411,4411,Property Crime,12/1/2021 22:44,00467 Chive Drive,Las Vegas,Nevada,36.086,-115.1471,Z2,Phillips
4412,4412,Property Crime,8/16/2022 14:38,52 Redwing Center,Reno,Nevada,40.5412,-119.5869,Z5,Taylor
4413,4413,Traffic,7/31/2023 9:33,3 Carpenter Park,Las Vegas,Nevada,36.3265,-115.3398,Z3,Lee
4414,4414,Traffic,10/31/2021 20:58,192 Mendota Circle,Las Vegas,Nevada,35.9977,-115.2861,Z3,Lopez
4415,4415,Traffic,4/1/2023 12:08,060 Marcy Alley,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Williams
4416,4416,Property Crime,2/12/2020 3:26,5 Bluestem Way,Carson City,Nevada,39.2025,-119.7526,Z4,Young
4417,4417,Alarm,4/28/2024 6:25,0279 Mandrake Crossing,Las Vegas,Nevada,36.1378,-115.3261,Z4,Mitchell
4418,4418,Violent Crime,8/18/2022 1:24,407 Holmberg Avenue,Sparks,Nevada,39.6269,-119.7081,Z5,Martin
4419,4419,Traffic,8/12/2020 9:36,95 Coolidge Street,Henderson,Nevada,36.0119,-115.0433,Z2,Wright
4420,4420,Traffic,6/30/2023 7:16,414 Golden Leaf Circle,Carson City,Nevada,39.2025,-119.7526,Z8,Moore
4421,4421,Welfare Check,5/30/2020 12:46,4 Monica Drive,Las Vegas,Nevada,35.9279,-114.9721,Z5,Johnson
4422,4422,Alarm,12/3/2020 16:12,2 Lillian Avenue,Las Vegas,Nevada,36.1378,-115.3261,Z8,Murphy
4423,4423,Traffic,11/30/2020 7:36,051 Anthes Avenue,Carson City,Nevada,39.2025,-119.7526,Z5,Hall
4424,4424,Alarm,8/7/2020 10:00,01320 John Wall Point,Las Vegas,Nevada,36.173,-115.0669,Z3,Davis
4425,4425,Welfare Check,5/15/2023 16:35,8583 Mosinee Circle,Las Vegas,Nevada,36.1693,-115.2828,Z1,Lopez
4426,4426,Traffic,1/31/2021 12:52,1714 Spenser Trail,Reno,Nevada,39.5224,-119.8353,Z2,Sanders
4427,4427,Traffic,10/8/2023 23:06,6998 Dapin Court,Las Vegas,Nevada,36.086,-115.1471,Z3,Campbell
4428,4428,Traffic,6/5/2021 20:48,8290 Debra Drive,Las Vegas,Nevada,35.9279,-114.9721,Z5,Baker
4429,4429,Alarm,4/7/2021 16:57,72 Lukken Court,Reno,Nevada,39.7699,-119.6027,Z5,Evans
4430,4430,Violent Crime,2/5/2021 5:43,61 Hanson Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z3,Carter
4431,4431,Traffic,12/17/2019 17:42,75132 Shopko Lane,Carson City,Nevada,39.2025,-119.7526,Z4,Young
4432,4432,Traffic,8/8/2021 13:53,8 Bayside Drive,Reno,Nevada,40.5412,-119.5869,Z1,Watson
4433,4433,Property Crime,10/14/2024 23:55,7 Upham Place,Las Vegas,Nevada,36.1378,-115.3261,Z7,Rivera
4434,4434,Violent Crime,8/31/2023 3:10,3936 Mayer Park,Reno,Nevada,39.5224,-119.8353,Z5,Price
4435,4435,Traffic,10/7/2022 18:00,767 Reinke Terrace,Reno,Nevada,39.5224,-119.8353,Z2,Parker
4436,4436,Violent Crime,11/12/2023 1:19,91151 East Alley,Las Vegas,Nevada,36.2158,-115.0671,Z2,Price
4437,4437,Property Crime,12/8/2022 19:36,57 Forest Run Junction,Las Vegas,Nevada,35.9977,-115.2861,Z4,Kelly
4438,4438,Traffic,5/23/2024 11:37,8 Carioca Center,Las Vegas,Nevada,36.1378,-115.3261,Z8,Nelson
4439,4439,Traffic,7/27/2024 19:50,438 Superior Point,Las Vegas,Nevada,36.1378,-115.3261,Z2,Wood
